yelping_since,votes.funny,votes.useful,votes.cool,review_count,user_id,fans,average_stars,usefulness,fun,Popularity
2013-06,1,2,1,4,VDVPhuFFpl4LU6Br9Y4__Q,low,4,5,1,Medium
2013-07,1,0,0,2,Xj6WKSQlAns7l369tr9Vjg,low,1,1,1,Low
2013-07,3,6,2,4,ffK_7F00faa_IhIS4o0sdw,low,2,5,1,Medium
2013-08,1,17,1,17,AAeJ4oqn7pVMPYGFblAFIQ,low,3,5,1,Medium
2013-09,0,1,0,3,mEGR2XIMDcB--UqPwXFi7Q,low,5,5,1,Medium
2013-12,0,6,3,6,9pjejjbvGntG3F5ey384ug,low,4,5,1,Medium
2013-12,0,2,0,3,g5c4Kb9GJfxloeJNh-WyYw,low,3,5,1,Medium
2014-01,0,1,0,2,xj7L_durchFvndib2f_RAg,low,5,5,1,Medium
2014-02,0,4,0,4,E7FbnTsO1eadJlNdXCoZog,low,5,5,1,Medium
2014-02,0,0,1,3,YX1QzKUbZeqUXglqc2wFdw,low,5,1,1,Low
2014-04,0,5,0,2,xLkMczaw6mlrg8PiIh0rgg,low,1,5,1,Medium
2014-04,0,1,0,2,D5AtFsUhas4COYn95WyK9A,low,1,5,1,Medium
2014-04,0,1,0,1,KYMjNwR0LJO1O24AWN2nDw,low,1,5,1,Medium
2014-04,2,0,0,3,s9Ig9nmrqWfZjA_C0hRtrg,low,5,5,1,Medium
2014-06,1,1,4,9,MLiiIPwDeQaBY2I1oVHiSA,low,3,5,1,Medium
2014-06,0,0,0,3,QDB1Qq1ce9bop8Sjs-Q_ng,low,3,1,1,Low
2014-07,3,35,7,8,uEeARsamnaOhPSUhRiuBPA,low,4,5,1,Medium
2014-09,8,26,9,68,BjxA4zrE0Jy1jh5SQLkLlA,low,3,5,1,Medium
2014-09,0,0,0,5,XkBCUbYCrG3tTQIJU4EHNg,low,1,5,1,Medium
2014-09,1,2,1,5,ymXdz5nH-x37FDV-c0UImA,low,5,5,1,Medium
2015-01,0,0,1,2,a8EjIFmqIoxnPFIOK4kJvg,low,2,1,1,Low
2015-01,0,5,1,2,R-TydnfIL8aOjZv-13ygkQ,low,3,5,1,Medium
2015-01,0,1,0,4,YfSLTjC8RPmZz-mO4BguqA,low,5,5,1,Medium
2015-02,30,47,21,56,OAda40N5VEjOIvF_oT8BNw,low,3,5,1,Medium
2015-02,0,0,0,2,QoxDsK9N5kuFFpnaWywTnw,low,1,5,1,Medium
2015-03,1,1,0,2,5Elki7pnOq7Rfceg48LDWw,low,3,1,1,Low
2015-05,0,2,0,1,JrZGJjaJ57BvV9fdF7BJLA,low,1,5,1,Medium
2015-12,0,0,0,2,McXoV5ozCt2uZwAjPe_C0w,low,5,5,1,Medium
2015-12,0,0,0,2,2OHrRe2eTVNx_8FyXkEfow,low,5,1,1,Low
2006-06,12,54,10,22,hfYPu_Usy75pTGkXSlMSPg,low,3,5,1,Medium
2006-06,6,17,5,36,10vQ53rTh5psp0bt9rD0Uw,low,3,1,1,Low
2006-06,11,58,24,29,YlRsJ-dOU2VSk464YcuXsw,low,4,1,1,Low
2006-06,24,42,26,14,gQ4aBUCiyGx2OeUejvz7Vw,low,4,5,3,High
2007-12,3,3,4,24,0CxZw-xbpQObxnf41USSpQ,low,4,5,1,Medium
2008-12,29,49,11,71,2UewzmlwbZ1qZ-WPnA538Q,low,3,5,1,Medium
2008-12,0,1,0,3,U19FP-DN1eceSUEbEpBFEw,low,5,1,1,Low
2008-12,26,105,25,46,uBDEzBh1Ps46DbAMks20yQ,low,2,5,1,Medium
2009-08,1,0,0,3,QktlRUT6C0KkKRTYOEYVnQ,low,2,5,1,Medium
2009-08,27,116,28,205,6gr2e-oIMbzTtlVr1FoeiQ,low,3,5,1,Medium
2009-08,1,1,1,5,Dr1bexpX3mbdOTC7KyiKbw,low,3,5,1,Medium
2009-08,0,0,0,3,Ciib1vOHyGi7tV3nlo6IGg,low,4,5,1,Medium
2009-08,0,0,0,2,K2WDDqTJVFzHz7_DUlJD2Q,low,5,1,1,Low
2009-08,66,362,91,200,gZPTsHj8AOEfDSPs3QXxzA,low,3,5,1,Medium
2009-12,0,0,0,3,2tEl-1Lf0KxZJ0b97U9RmA,low,3,5,1,Medium
2010-02,0,2,0,3,7vDUyg-zlawBtlUSxgs4Gw,low,5,1,1,Low
2010-04,16,45,10,41,5FcZ1WcLiebNWyMyNR1hEg,low,3,1,1,Low
2010-07,4,27,4,16,4SqVtP0KgwR723wFDdE7aw,low,2,5,1,Medium
2010-07,1,18,3,21,iNkQHhFUvRMyUKlUhdOLZQ,low,4,1,1,Low
2010-10,11,63,7,55,_rqjV5LGe_ZaaQhOyyd7UQ,low,3,5,1,Medium
2011-01,0,11,1,22,KHO0Xmf4dpWJBnCHG0d6jw,low,4,1,1,Low
2011-01,1,2,0,1,SRzh3eH0sOrznM7uPTJ1nQ,low,1,5,1,Medium
2011-03,41,166,53,247,Mf2z2ht8PqabOn-rcI3MYQ,low,3,1,1,Low
2011-03,3,6,2,4,tCJsKSblDd7AnbaEAeLuaA,low,2,5,1,Medium
2011-03,0,4,3,5,KpqD-jJYpk6GhEKSTZZb2g,low,4,5,1,Medium
2011-04,0,0,0,3,0550q6NeOMKPmq-j-oCWFQ,low,2,5,1,Medium
2011-05,0,1,1,4,5uBXFenH_qz7WYLWqk9byg,low,4,1,1,Low
2011-05,1,6,5,5,iG2qXJZE3IbRrTPgrTfRYQ,low,4,1,1,Low
2011-05,1,12,1,10,1_iOSuaiwUDL5JchZ_s3qA,low,3,5,1,Medium
2011-06,0,11,2,15,jzSN6QzjKAKesxJgLOFLyQ,low,4,5,1,Medium
2011-07,1,3,2,6,u76fEfEDkBqGwacY_uvP-Q,low,3,5,1,Medium
2011-07,0,4,1,5,cnwmvyNucHAfkgQmPHUY5Q,low,4,5,1,Medium
2011-07,0,1,0,3,6_zyQ47tGoXmp8Cg8Ysa7w,low,2,1,1,Low
2011-07,0,15,1,11,s9U5A-ApUWjvZAHqNSkA8g,low,4,5,1,Medium
2011-09,0,1,0,1,AsFe1Yop-QS3N3liVnjYTw,low,5,5,1,Medium
2011-10,0,3,0,3,gj8KD-4qhvT15ceM05V0Nw,low,3,5,1,Medium
2011-10,1,2,2,3,oaARCTK-tcWnPpn_VOlsTQ,low,3,5,1,Medium
2011-11,1,3,2,6,G_hnnKAI7zR8VV5PU8g9jA,low,5,5,1,Medium
2012-01,0,0,0,4,PMCIzpHoX5HV_WrNt-yK4g,low,4,1,1,Low
2012-01,23,12,9,7,7bh-LrXyGmFgnKu9TzEyrQ,low,4,5,3,High
2012-04,0,0,0,1,7AIwixHt4Fxos4aRF9wMoA,low,1,5,1,Medium
2012-05,2,3,0,7,dgvtduj-SjgEx_rs41bcAg,low,3,5,1,Medium
2012-06,0,4,1,8,tZ56gfd28-T83xM76XvofA,low,3,5,1,Medium
2012-06,0,5,0,5,mXw-LuD_7W1c8IddGNBzUA,low,5,1,1,Low
2012-07,0,11,0,7,KjBbx-WRw_YlHMojpEYu8g,low,3,5,1,Medium
2012-07,1,10,2,18,aLctmr0RNKCS6JTXi_yYig,low,4,1,1,Low
2012-09,1,12,0,7,67OhZ8N762r_wEYxTCVliw,low,2,5,1,Medium
2012-09,11,50,26,81,cXfiMfW6lGbWSwIZoiphYQ,low,3,5,1,Medium
2012-10,3,10,5,14,90WRs2EhuqeRIq7t-NFmtw,low,3,1,1,Low
2012-10,0,7,1,3,0gQH6DUriSJT6eUtLmRj0g,low,4,5,1,Medium
2012-10,16,101,16,111,wjOQ-wUo5aevtquFHy5OnA,low,3,1,1,Low
2012-10,9,99,22,84,qFRwGkt6JtklPJWqOM8I4Q,low,3,5,1,Medium
2012-11,9,22,6,64,JKkmq7kTcjfECFgZqdtynw,low,3,1,1,Low
2013-02,1,2,0,1,wbUQpj3FD_S65SFTtfzIzg,low,1,1,1,Low
2013-02,64,119,41,100,QXe7aEynXZu5vyxVn8JTWg,low,3,1,1,Low
2013-02,1,9,4,8,z2QJRnvUR4_gN-e30-J3jg,low,3,5,1,Medium
2013-03,2,0,0,2,utjmXRTBDkYZIhoaKAgN3g,low,3,1,1,Low
2013-03,0,4,0,2,BZqxsO3dm2c11Dsd9fAktA,low,5,5,1,Medium
2013-05,0,0,0,1,nqDJfwI86ZB26BcOJhtrzw,low,1,5,1,Medium
2013-06,2,0,0,2,M3gPefYMLgcyGq7q78Uiow,low,5,5,1,Medium
2013-07,1,3,2,3,tBOmroQKQ1jsuBIZP--sWg,low,5,5,1,Medium
2013-07,0,0,0,2,AywEbWCEkBhB0h066596Vw,low,4,5,1,Medium
2013-09,0,1,0,1,RSuqAD5ELvNBD6-BeorqCg,low,1,1,1,Low
2013-10,2,4,0,2,9r92RRdxdkLrbMdh1ByyrQ,low,1,1,1,Low
2013-10,1,2,0,1,dDpZPD7XOiMRpVcZCGMmbQ,low,4,1,1,Low
2013-12,3,7,3,5,gQDl0uDz_688G68LOJiS4g,low,3,5,1,Medium
2014-01,0,1,0,1,LedCv5uk_-3_xgnjxmj6PA,low,5,1,1,Low
2014-02,0,12,3,7,TJMWZL2WkeUnhX310nOlJg,low,3,5,1,Medium
2014-02,0,1,0,1,UCoa2loO_dlMCW0gMggKbw,low,5,5,1,Medium
2014-04,0,11,0,14,9TT2ufFFUY4KXWPB1iOlIw,low,3,5,1,Medium
2014-06,1,12,1,12,rQliT7wibf0YVJbjx6ys2Q,low,2,1,1,Low
2014-06,4,8,3,2,7Z8LKdFZqpYg8gbv4lkg9w,low,3,5,3,High
2014-07,0,0,0,1,DKMJQBeUy45DXOHUxi7uRA,low,5,1,1,Low
2014-08,5,8,5,5,TF0MpjLEiSpsgNInOaf8DA,low,4,5,3,High
2014-08,2,2,2,2,FBzx_wTAGlqfg5RCm2RHdQ,low,5,1,3,Medium
2014-08,0,5,0,2,uNkvXvjMMtMwpXuYzIwvYA,low,3,5,1,Medium
2014-09,0,0,0,3,Ca9XZQq5JgX-4apS5SpGRw,low,5,5,1,Medium
2014-10,1,5,1,14,xLYVUHpdInzgpEAlp6-6Xw,low,3,5,1,Medium
2014-12,0,2,0,2,shAxxIV2QX48kNB8buK-jA,low,1,5,1,Medium
2014-12,0,1,0,1,QFkkT_Jimux6rGnFXqFx6Q,low,1,5,1,Medium
2015-01,1,1,0,11,xbWlSyXvEHMGZm145p9qCg,low,2,5,1,Medium
2015-01,0,1,0,1,87MIX6tofDoPeYIzsRqUYA,low,5,5,1,Medium
2015-02,0,0,0,1,5ndASdGazacebDcI_hqJvA,low,5,5,1,Medium
2015-02,0,8,1,17,igYr_gkhCqoiAtblKALrQw,low,2,5,1,Medium
2015-02,2,14,8,23,EfVsfeo-LacbVPyalsUPAg,low,3,5,1,Medium
2015-03,0,0,0,3,ZFEU-jgjSopv0JwbUVqsPg,low,5,5,1,Medium
2015-03,0,1,1,1,k-ZXOGwH36YnhtOpQY4K6g,low,5,5,1,Medium
2015-03,0,2,0,2,PyvOdLElL5b2zIGPpfZrdg,low,3,5,1,Medium
2015-04,0,1,1,4,oeSrf5gySOBa_4gGj8S5CA,low,4,5,1,Medium
2015-06,0,1,0,3,Z5_aBWO8RVYgORLMRKTH7Q,low,3,5,1,Medium
2015-07,0,0,0,1,IjDpR3SrDDQ8rAYpcnTwzA,low,2,5,1,Medium
2015-10,0,5,1,5,b8zFTRj22Zl1wiIBLAAhjQ,low,3,1,1,Low
2006-06,4,13,1,4,4EJZvI2sqhCeY5lx32RlMw,low,3,1,1,Low
2006-06,3886,4440,3544,557,4zSC55urVq6P2thZeTSEmA,low,3,1,5,Medium
2006-06,37,131,45,66,hp73rl12qxuthSt0xbYmiw,low,3,5,1,Medium
2008-08,0,0,0,5,oktD4zB12OaZL3Ytj9D62A,low,5,1,1,Low
2008-12,43,97,31,87,rw2tZVTK9lcgglbB1cx0YQ,low,3,5,1,Medium
2008-12,4,20,6,31,zEpoI-m8nRle8tWo5p0u8Q,low,4,1,1,Low
2008-12,11,34,9,33,qmivMSTRSQMW6UKVcTRUAg,low,3,1,1,Low
2008-12,5,47,7,34,jwWI_EAAPoUuFkyFiJxNbw,low,3,1,1,Low
2008-12,4,36,3,20,AHnDMmd3RH7LQMUpVdANpQ,low,3,1,1,Low
2008-12,17,105,29,90,Ee8043RolWTlkIWAmWR9zg,low,3,1,1,Low
2008-12,55,81,16,30,cvtUhW6AHJLbrDa77kPMLg,low,2,5,3,High
2008-12,4,18,1,22,S35V7AJsgAyBI9r6MirZQg,low,3,1,1,Low
2009-02,4285,6493,4592,1423,QPSq3SwbTZbTB1dx6Ms2Lw,low,3,1,5,Medium
2009-08,0,18,1,7,iJx_w5EAg9HIOj2R1B4rcA,low,3,1,1,Low
2009-08,460,689,433,386,v2vKJxBP1gSgbSyVa5aXQA,low,3,5,3,High
2009-08,1,1,1,1,lJjMCWhil_TIqgwjrhPd7Q,low,5,1,3,Medium
2010-02,1130,2752,2121,832,Bhwz4c-yzHSkpf4A55aqVg,low,3,5,3,High
2010-02,0,3,0,5,1DUCQun8huISfHIJCszKVQ,low,4,5,1,Medium
2010-03,0,1,0,1,PlBBIJhXEXZELIqotXds5w,low,5,1,1,Low
2010-07,16,59,11,46,IjvDK8arZyRfHh8lKYJOsA,low,3,5,1,Medium
2010-07,2,12,9,15,hMwn89DvXpj3KTS5lvW0rA,low,4,1,1,Low
2010-10,25,29,17,21,ZyN4s1x50gFmZ8fUo_-MgQ,low,3,5,3,High
2011-01,1,4,2,5,k-RX5HnMvn6Hn4ZEho1kzA,low,3,5,1,Medium
2011-01,1,3,2,4,QPPUDx0T0oY6sJVNa5vjJw,low,4,1,1,Low
2011-01,45,152,37,37,i7qUFnEVmNbyCMZ81FO5Bg,low,3,5,3,High
2011-03,14,8,3,10,6DEYbwYml5BD5aHGk2W41w,low,3,5,1,Medium
2011-06,0,0,0,1,w3Ht3HriJEIpF74RUZouww,low,4,5,1,Medium
2011-07,5,29,9,53,H5n6S-AXi-i57eN01weT-A,low,3,1,1,Low
2011-07,2,50,10,33,m5MPQXhj7EzFoCdIl0hmEA,low,3,1,1,Low
2011-09,0,26,2,12,rTT04qkMm97X6Aze7uBaEg,low,4,1,1,Low
2011-09,0,6,0,4,nU63inDCt-NhhZZ2hd4zWQ,low,4,5,1,Medium
2011-09,0,2,1,3,Qqfiw4K3Fy2rehKpgUFSUg,low,3,1,1,Low
2011-09,191,577,271,251,7kR52KP4DtpwsZcjd8abpQ,low,3,5,1,Medium
2011-09,0,1,0,1,_j5ZzS--p4yXwngZWiQwmg,low,1,5,1,Medium
2011-09,3,13,4,16,Zk4J6lBahiRM0MEOm1a46A,low,4,5,1,Medium
2011-09,4,22,3,24,#NAME?,low,3,1,1,Low
2011-09,0,19,6,8,EZ2X74kIqY_wq1zmkTib4Q,low,3,5,1,Medium
2011-09,26,104,22,135,vv_dBgS_gqUGbReCToTnSQ,low,3,5,1,Medium
2011-09,0,1,0,1,RFUMHzUYcz-b6PleftqPCA,low,4,5,1,Medium
2011-11,0,0,0,4,d9wF3QQ_aYlJ7ALYj36cVA,low,5,1,1,Low
2011-12,4,11,1,8,_o40HNnPbAw0fyyCRW27iw,low,4,5,1,Medium
2012-02,0,1,0,5,rVIEBMxfQ0VJMIagqZqz8w,low,4,5,1,Medium
2012-02,1,24,5,36,iXH-s7352a9BgJF3M_rzAw,low,3,1,1,Low
2012-02,4,9,1,5,4AaTIpogjcLNzXKb68UcCQ,low,3,5,1,Medium
2012-02,6,26,1,40,iiXZhXz62jlIt9opo8C9zA,low,3,1,1,Low
2012-04,14,83,14,79,KbUKsvS5sTKdRHNPtxqe_Q,low,3,5,1,Medium
2012-04,0,2,0,5,fWMCh13HuA5WEAuif9RUCw,low,3,1,1,Low
2012-06,1,6,1,5,gOVNnSbJBmUB8uM513xYDA,low,3,5,1,Medium
2012-06,12,46,11,72,LuDopXyABedKTjTeGtnLzA,low,4,5,1,Medium
2012-07,0,1,0,2,DDbyTyG0lNqVpeoQiuGOwA,low,5,1,1,Low
2012-09,5,15,3,6,X_axW32IsdYIDeVH8p6XTQ,low,2,5,1,Medium
2012-10,0,0,0,1,O1XSPWI4oYDeOoEzmbgRow,low,5,1,1,Low
2012-11,2,7,2,6,qqM59HBmvCm3IUEy_e6Y0g,low,4,5,1,Medium
2012-11,1,4,5,6,glOuSBluzGdEbmV0nySguQ,low,4,1,1,Low
2012-11,1,9,2,6,vcPaZszZUrKCLwdLapUhJQ,low,2,1,1,Low
2012-11,1,4,0,3,1Nl2lVmDriUI6nHUbxBMMQ,low,4,5,1,Medium
2012-11,0,4,0,4,9YOUze3ePn12-Q0D9_oDbg,low,4,5,1,Medium
2012-11,1,0,0,16,eMddzYxMblMfvLeafSNGoA,low,4,5,1,Medium
2012-12,1,1,1,5,1yvh00buJgTnBWjVoQa2Xg,low,4,5,1,Medium
2013-01,0,0,1,1,OwLZll8I3ravSnxZatx-CA,low,5,1,1,Low
2013-05,2,8,0,6,Cpa_ENEJSX2xvysgcTGQFg,low,1,5,1,Medium
2013-05,4,19,2,23,mLq6U1ne_WU6ygGWqdZVxw,low,3,5,1,Medium
2013-06,0,3,2,3,sOZYVAs5RZQArgMsBHlnxQ,low,4,5,1,Medium
2013-07,1,0,0,4,yoGZ90x1w_HF6jzMjrjWNA,low,2,1,1,Low
2013-07,9,42,9,17,daPEHFypnEdcFK2OOvLkPQ,low,3,5,1,Medium
2013-08,1,14,6,19,hUFKa7XVn9i2Og7j_j2gaw,low,4,5,1,Medium
2013-08,0,5,6,11,mKbd8Ws48j6qE75akWL57g,low,4,5,1,Medium
2013-10,6,18,7,22,rz52Jd71PU9v2W8qa6H0Qg,low,3,5,1,Medium
2013-10,0,0,0,1,djHftqSpN4AhJbABwBqa7w,low,1,5,1,Medium
2013-10,4,17,4,113,WEmMFV2FhiWc1VaIafwwgQ,low,3,1,1,Low
2013-12,4,13,0,8,7Vosff70pAREeOd2DLlpSQ,low,3,5,1,Medium
2013-12,0,13,3,19,sDEC8E9R1aCaTF8RXdkEOA,low,4,5,1,Medium
2013-12,7,12,8,13,QKaus74ZbIwZTnWbuDGK2Q,low,3,5,1,Medium
2014-01,1,0,0,4,IwU3sMLQ_-6KGZm6YhWanw,low,2,5,1,Medium
2014-01,5,2,2,3,Y-F29kERrNeWu9i-Tggihw,low,2,5,3,High
2014-02,2,5,2,6,Og2CIoWcoKiE-hECFnZS0w,low,4,1,1,Low
2014-02,0,5,0,2,Yaiiwl6fu7TYSl1FPUQdEA,low,4,5,1,Medium
2014-02,0,6,2,13,SQTgwzZoIwp3kDDSxcBWYA,low,4,5,1,Medium
2014-02,0,0,0,2,CeLJ-YWleUBZ8q-HDwmm_g,low,1,1,1,Low
2014-03,2,5,2,4,lrs89ytGLFC_ydKCnc2_-Q,low,3,5,1,Medium
2014-04,18,28,10,58,lSPhXCzFYhuc__bvjkzEmQ,low,3,1,1,Low
2014-04,6,9,3,2,b6Ti-M6c2dGeLfbGf-KUZA,low,3,5,3,High
2014-06,0,0,0,2,AlthFSR1i8G0gN28Nq4GLw,low,4,1,1,Low
2014-06,26,65,40,44,yKMLB_QugVArGmTk65GPVg,low,4,1,1,Low
2014-06,8,13,8,8,obxrvtgbjT6MnQxeoId-ZQ,low,4,5,3,High
2014-08,0,3,0,8,m5KqnA9QuL-uY7koFZr8CQ,low,3,5,1,Medium
2014-11,3,7,1,23,RPyNvp2D5Te_W-26Bezlmg,low,3,5,1,Medium
2014-11,0,1,0,2,qWGbPGhipk8twckbb9vy4g,low,3,5,1,Medium
2014-12,0,0,0,2,f1rTDz7N7GVHrk5s1AUEMg,low,4,5,1,Medium
2014-12,0,0,0,2,MRO786lGB_HbCP4bSJVN-Q,low,5,5,1,Medium
2015-01,0,2,0,5,RFmkK3yWygveXLqwWK6wLA,low,4,5,1,Medium
2015-02,1,0,1,7,9POEpH3Yv9OEKQTYVjKGRg,low,3,5,1,Medium
2015-02,0,2,0,4,NnyYs4e9G5_xBm6rcjNAzw,low,4,5,1,Medium
2015-03,0,1,1,2,J9iaaeAk4flW27kpqkRNbg,low,5,5,1,Medium
2015-03,0,0,0,2,8w5gdD9GEL1HG6MZH8ohcA,low,1,5,1,Medium
2015-05,0,2,0,9,zcySzK_YV-Uw1b90XHPtxw,low,4,5,1,Medium
2015-07,0,0,0,1,HCFecoqx5M5UqKiyG0gbvg,low,5,5,1,Medium
2006-06,1,7,0,10,m_0Klg-kCoVkStGLHRoWoQ,low,3,1,1,Low
2006-06,4695,8387,6986,1083,AZrXVp70aiQjJisJNJRxSw,low,3,1,5,Medium
2006-06,140,335,123,209,quO0WL-uWM0lp9P1M4p5eQ,low,4,5,1,Medium
2006-06,13,52,17,126,WtfjKK-2CcSW_P4xvOtvZQ,low,4,1,1,Low
2006-06,270,447,234,148,cUyEbaD9hdjQRSbSymKv6w,low,4,1,3,Medium
2006-06,34,61,36,46,NByWI9eTiYnMN5dQQ9C9kQ,low,3,1,1,Low
2008-12,1544,1938,1625,347,hf8wMckM9DMg_gp5Vj6PrA,low,4,5,5,High
2008-12,16,38,18,61,aG8zqjJmonIk2XCSC0wQDw,low,4,5,1,Medium
2008-12,9,36,16,44,ATAjlCJ1f8gMsh_7LT9eLg,low,4,5,1,Medium
2008-12,4,15,5,24,u_TCuYiWyilC39aNcjBSWQ,low,3,5,1,Medium
2008-12,5,11,6,28,4mP33-YG5ThQgb3fivN36g,low,3,1,1,Low
2009-02,3,10,2,6,Pp6WQn415T0mGAasvVEkwg,low,2,1,1,Low
2009-02,404,753,629,216,KZBVu2-w9AoU2RSCtld-cQ,low,4,1,3,Medium
2009-08,12,103,15,38,i4yMqwohhrUaHddQGRiLMA,low,3,5,1,Medium
2009-09,1,6,2,23,QJrvrl4VGBDGX7lHyMairQ,low,4,1,1,Low
2010-02,42,232,36,122,JhWVn2xiBruJVu0wiwMVqg,low,3,1,1,Low
2010-02,138,568,197,434,e03X94tzwLx59DIiqOoiew,low,4,5,1,Medium
2010-02,3,9,3,13,Ujyq5jIfV5-yY2yP-wcfKQ,low,2,5,1,Medium
2010-07,0,0,0,2,mDf8EXfudREmQqokqV3nIQ,low,5,5,1,Medium
2010-07,6,10,1,12,U4aoD-woBDxoVdqLo2Hklg,low,1,5,1,Medium
2010-10,9,16,3,21,9tv9RqyU4T2NXU4meQW85w,low,3,1,1,Low
2011-01,0,10,0,2,dR_Z6Pp0mQxMnyTBVlUkhw,low,1,1,1,Low
2011-01,1,16,0,4,YXOXYGWxb_y25NuRY3ytiA,low,4,1,1,Low
2011-01,0,3,3,2,wGpemuqd3yLQInMYHyb78g,low,5,5,1,Medium
2011-01,4,17,7,31,vfNCZMlFUkGQ2f6gH7yfBw,low,4,5,1,Medium
2011-03,0,0,0,2,VnR_9dwtm3SOpXXcquDjyA,low,4,1,1,Low
2011-03,12,48,10,34,AX-7YKSjoz6BxUGVUK4Jaw,low,2,1,1,Low
2011-05,30,135,13,58,7cBXEoAsrOECLFmoRo8LDA,low,3,5,1,Medium
2011-07,0,1,1,3,Aw-X8A2zzz2vwAAR_koQ8g,low,5,5,1,Medium
2011-09,0,0,0,1,oWFUxlDM3eHFII1m8SNC1Q,low,5,5,1,Medium
2011-09,0,0,0,1,wavkiLs-3SJhbmwnkWE1Zw,low,5,5,1,Medium
2011-11,1,3,1,5,CMHsB6p95a6PtrTlwxLAzw,low,3,1,1,Low
2012-01,1,26,9,20,dcDoYLiVXqZ-FidpI_Q76Q,low,4,1,1,Low
2012-02,0,3,1,2,OvYxEklIXXiSCB6BEx69mg,low,2,5,1,Medium
2012-04,2,8,0,8,Ul4ok4y2QZQJ6TAy5sb0QQ,low,4,5,1,Medium
2012-04,13,10,1,57,fNp6CszsBFoeuV9CHhbCNQ,low,3,1,1,Low
2012-06,42,305,175,106,Xr4uV0HQukVkD7Jsi7pC1g,low,4,1,3,Medium
2012-06,2,11,1,8,rCWqBf1jaeEWa0UpFmIogQ,low,3,5,1,Medium
2012-06,1,5,2,5,4X8IgTyk09uIktc0jwCUZg,low,4,1,1,Low
2012-07,2,3,0,1,Biy1V0d-LXi86IVeSK5RZg,low,1,1,3,Medium
2012-07,2,5,0,2,W6di0CpE299gelxxz38vog,low,3,5,1,Medium
2012-07,1,1,2,4,VVKpjnlgsgLRN_bxzIlCnw,low,5,5,1,Medium
2012-09,1,14,2,15,vlawqzrp1jbXR-0_hwb2cw,low,2,5,1,Medium
2012-09,1,6,6,19,IzwNursxnDzhKJ_juhqVIA,low,4,5,1,Medium
2012-09,0,11,3,16,3Fni6lSv4LCqWORbxv23Fg,low,4,5,1,Medium
2012-10,2,3,1,6,3lBPadFWuU67Z5wvbqDcsQ,low,4,5,1,Medium
2012-10,1,11,2,12,WgfbwljRtY6SFsUuf2HtRQ,low,3,5,1,Medium
2012-10,1,1,0,2,KQkOSCSpqVNbzB9Po5IFCA,low,2,5,1,Medium
2012-10,2,7,3,10,C17nvcOTiuYwSj4js7q2Tw,low,4,1,1,Low
2012-11,3,19,1,13,WxlsQZnNtKXK7AkGMPbOjA,low,2,5,1,Medium
2012-11,0,1,1,3,ANm7A2enhnE5fBPXunEUXQ,low,4,5,1,Medium
2012-11,19,50,23,58,NCgR4K-RCn4sLD36jlFdzg,low,4,5,1,Medium
2013-02,0,1,0,1,oDdyTrajKGw6JbHKcM-haQ,low,1,1,1,Low
2013-03,25,20,5,15,roB4zHqrTyFj43PWAJ-FKQ,low,1,5,3,High
2013-03,0,7,0,9,JKFrRlbjlvvR0fNwVwOuNw,low,3,1,1,Low
2013-03,1,7,3,3,PaCHHw-SdTBd-IzkGGS6sw,low,5,1,1,Low
2013-06,9,21,1,7,mgvl-X2mGRrCoy1Ydmk7PA,low,3,5,1,Medium
2013-06,2,7,2,10,Fa-_JRVTLJ0tR2ex5amnZQ,low,3,5,1,Medium
2013-06,0,3,0,3,HO2CgVSXXscpBH1egnP2Gg,low,5,5,1,Medium
2013-07,5,6,4,27,jho4uWuORjgpm3DlFmEW0Q,low,3,5,1,Medium
2013-07,0,2,0,4,PFLinXpg1QmQsXSsz0vMGQ,low,3,5,1,Medium
2013-10,8,52,14,189,P3H-FDJ-uguZ3nVDJHZIBA,low,3,5,1,Medium
2013-11,1,4,2,4,fXPOy0prFJI8eAY8clzy9w,low,4,5,1,Medium
2014-02,0,0,0,1,WIyVlXlpNsiOSCvm6-nLHA,low,1,5,1,Medium
2014-04,0,0,0,3,UtJupDAd5AfKWipq97GuCA,low,4,1,1,Low
2014-04,5,10,8,5,UjjdlPGioPbzjRKvfgAdxw,low,4,5,3,High
2014-05,0,7,1,11,YJ3-55mFkydxUitK5q5k6g,low,3,5,1,Medium
2014-05,1,0,0,3,tZOVY00JQJ4jimuXHoqgVg,low,2,5,1,Medium
2014-06,0,1,0,2,50mf8usemrCAOt9k5rkGNA,low,3,1,1,Low
2014-07,1,35,13,6,HnuFHV9kI6FRguWPvPJQlg,low,2,5,3,High
2014-07,0,0,0,1,l25QKMcUwIbqcUFYYhOtfA,low,1,5,1,Medium
2014-07,10,62,45,95,crGVPhHcdopJ3dUW5h3d6Q,low,3,5,1,Medium
2014-08,0,1,0,2,yH9pw9O0gE8vpuIf8V1mkQ,low,5,5,1,Medium
2014-08,0,1,0,4,pynoQHQvbaXUL8czDuhJYg,low,4,5,1,Medium
2014-11,0,1,0,3,KvambUKV5KbiBBlksLDKKw,low,3,5,1,Medium
2014-11,0,0,0,1,M0soNGy28CnAUAyy_-WI8A,low,1,5,1,Medium
2014-12,0,4,2,5,U_mcYl7Eb8javAZbwPQMXQ,low,4,5,1,Medium
2014-12,0,3,1,9,7GKhBKcDZUhmy4UBAuaUqw,low,3,1,1,Low
2015-01,4,13,4,5,hjZF08O9CN5AJsgRVUa9BA,low,3,5,1,Medium
