id,name,category,stars,review_count,checkins
eiSMvwa0e1J7EX3jbqXkbQ,Air Bar,Shopping&Ent,2 stars,208,267
BXEynidJI3VSgjkuIFgZQg,Chopper Johns,Shopping&Ent,2 stars,108,221
rnBczhremTc00U-kDqfYtg,Galeries dAnjou,Shopping&Ent,5 stars,622,802
0jmOBiqdtUl93D8qRWG01w,First Class Reflexology,Shopping&Ent,3 stars,370,504
rbCrkMS0bKqEOQg_fzpSVA,Cafe 24/7,Food,3 stars,46,614
zEIx7gmSlzAYlQFHO9M7BA,IGA Louise Ménard,Food,3 stars,257,380
v10wmv1PWQ_9vaMqJZYD7A,Tiki Ice,Food,2 stars,90,248
mXk7cxR0OeZESz8S2q18Jw,Naked City Pizza on Arville,Food,1 stars,85,93
h-6u7D03MhE8BMkqTYF-Jg,Sola Salon,Services,4 stars,398,556
oC1O03KihkCXwmHPeWpRGw,Haagen Dazs Shop,Food,3 stars,24,800
HK8UCh_EwbT2GO3Pxp0a3g,Candi Bar,Shopping&Ent,2 stars,132,278
PkFBlpebCjEo4pDKgHJQzQ,Stick E Rice,Food,2 stars,108,407
CPjEow8UPIg1GfDrzmwpYw,Daves Astanga Yoga,Shopping&Ent,3 stars,110,634
3MI0TP2_POpgSXPHhFGOFA,Golden Grill,Food,2 stars,121,180
82gQMlBSWhm7wwATkVnn8w,Deja Vu Erotic Ultralounge,Shopping&Ent,2 stars,224,339
PAgCM-p-VqXIc5iVtTpx1g,Cousin Vinny,Food,4 stars,443,483
r0ZoytDjK4CY5ytFNjZLvw,Kinh Do,Food,1 stars,36,237
Wg7fY2UCAV7TW7ZS6prZuw,Sears Auto Center,Services,1 stars,91,147
mEtPg9WLMA7dCel4O2sAkw,Tropical Smoothie Cafe,Food,2 stars,66,473
BUpMSaHWxlWTgKTDIzz5Lw,KGB: Kerrys Gourmet Burgers,Food,1 stars,37,165
D4AsRDOllNDR65PBNRfUMQ,Broadway Pizzeria,Food,4 stars,353,617
XYF2DkadX-UQJxkIwqCOSQ,Cactus Wren Park,Shopping&Ent,1 stars,67,193
lIYNnT7cTke9xodrLNgQJw,Smiths Food and Drug Center,Food,3 stars,214,461
ZsSeEleYwd0ExbhU--Fblw,Camden Breeze,Services,3 stars,300,352
MZ4HzJd9ndrrvrzGoEpkbQ,Camden Canyon,Services,2 stars,172,419
JSUdtFSrL6i6umeSLA8wHw,Camden Fairways,Services,1 stars,53,123
T5PXQ46NDK9pV9ztsojcdg,John Leslie,Shopping&Ent,1 stars,102,103
wGbIOzoxoxnlV6IfBBVyRw,SER Soundworks,Services,2 stars,26,385
PXKWLDpFHO4WWZNmyfzwkg,Camden Palisades,Services,4 stars,547,599
glU8IXUbyGryhTLkBj5P9A,Camden Pines,Services,2 stars,132,198
NlyQOjnazIPHduaK7sFLdw,US Post Office,Services,4 stars,267,746
7mFeczt7kfMQ0Mxm6uqFEA,Department of Motor Vehicles - DMV,Services,4 stars,465,467
sCZVQ08ga-2Khdqj0Cerpw,UW Credit Union,Services,5 stars,613,618
KyNj3DGYzF2hbQUdOJ9Rvg,Trainer Jo Fitness,Shopping&Ent,2 stars,120,432
mDtHcmIXbtv7J9N4HSsgcg,Donna Jeans Libations,Misc,2 stars,73,380
Y1hgJ2EdldNyhuXdf5F19Q,Sanctuary Massage,Health&Fitness,5 stars,147,581
1BeJunz8wYpPHKDPZRW-ig,Le Mouton Noir,Food,1 stars,65,108
7aOn01a0r90wiW1LSr95Aw,Vida Mexican Kitchen y Cantina,Food,3 stars,271,612
zpVwBEHcfjaxKI8yUgnggA,Workout Quest Boot Camp,Shopping&Ent,2 stars,202,350
NjWAVjMxUwOqnpOOQL71QA,La Gourmandine Bakery & Pastry Shop,Food,2 stars,158,280
d-WxJAsK8DWE9lBK2PVAfA,South Beach Cafe & Deli,Food,4 stars,523,602
XBV23Wrz73oT2Uw2_FWbyg,KB House,Food,3 stars,142,724
WM5Kq_EL9rF5jvfowmEA1Q,MJ Christensen Diamonds,Shopping&Ent,3 stars,324,369
0BuAzPEZC28a8jXAxJC7gA,New U Natural Beauty,Health&Fitness,5 stars,594,681
aiV0E6GVKhqhnAwZEPBYqw,Le Di-Vin,Food,3 stars,360,436
mxxexF98qATc4_cNHSH9tA,Wellish Vision Institute,Health&Fitness,5 stars,102,699
Ug7EyJcrvaS53zKsLZycLg,Hermitage of Braid,Shopping&Ent,3 stars,147,566
W1Fop9T-u4RGuF36DtZ6ng,Dutchmans Hide Out,Food,4 stars,260,673
mp0f6ykNWCO4HOY2zHEeWw,Old Calton Cemetery,Services,1 stars,45,81
I1FRsqEw78xUR2gZBheHOQ,Fukuburger Truck,Food,2 stars,114,236
BtDyBnrFuktIu0j1m3W3_A,La station des sports,Shopping&Ent,5 stars,536,784
8BDWB7Dz9Dwws1AI6xy4Cg,Himalaya Shop,Shopping&Ent,1 stars,108,182
1GYzYjw-eLqppSL1ni82sA,Elfalafel,Misc,1 stars,62,65
OVE3o918VWWhWBppgb4jow,Wagner Dental,Misc,2 stars,102,417
2E-bJp_ZbibT0n09FIne7w,Camden Vintage,Services,4 stars,291,665
y44qpxWoCpGsFSEBw781-w,Its A Grind Coffee House,Food,3 stars,275,520
JPYUsFLEkSP1Te9TBF-tsQ,Markit Media Group,Shopping&Ent,2 stars,112,222
JqlLbcb-03AcSUkZF_Q5NA,dds DISCOUNTS,Shopping&Ent,3 stars,88,729
Ivtz-2q7PiB6Y6erZ7ecgQ,Pleasance Bar,Shopping&Ent,3 stars,275,579
BHXW2IYaAwGSJFpPbEcE-A,Lothian Buses Travel Shop,Food,4 stars,495,609
JvcKcwz3rhVon_a3rd23lg,Big Two Body Shop,Services,2 stars,176,382
07IeG7F9qXHRoRgP-RPqeg,Order in the Court,Food,4 stars,421,544
WSp29-UQHy40AxTHlqE-JA,Dynamic Worldwide Training Consultants,Misc,3 stars,385,426
D7LEI9LQfiXS0mSB5A3k9Q,Little Caesars Pizza,Food,3 stars,125,592
nrIH2WaOotBhryQayIVXCQ,Banana Republic,Shopping&Ent,5 stars,526,722
mH-OXF1ilnaPC2kry9Ox1g,Hampton Inn & Suites,Food,2 stars,47,390
vFU13-fHLAYt-3EytT-cfg,Ross Dress for Less,Shopping&Ent,2 stars,95,355
xuuJSD0Wjc1WMIbAIEObng,Cramond Inn,Shopping&Ent,4 stars,477,666
0tAn4SagXGaFLlu7LTDU0g,Starbucks,Food,2 stars,68,274
TD93tTmCi3zFdeWR6Ckj5Q,The Brauhaus,Shopping&Ent,2 stars,38,508
ksBbMhE8qOgsa4__tzHUzg,Elm Rose Cafe and Diner,Food,4 stars,358,754
Z-dWyJ8aSkVsO15eVirw8g,Oxfam Music Shop,Misc,2 stars,161,327
kODQ65KAB2XC_JWexHMVzA,German Christmas Market,Shopping&Ent,3 stars,205,486
a4cG-ZTiFV-szE0vUrHxdg,Zammis Grill,Food,5 stars,407,811
Iq3IjfThMZGfXxj-YbCVPA,Starbucks,Food,1 stars,113,149
kst89zvoXV4z6q5XxLs7Rw,Teviot Library Bar & Underground,Shopping&Ent,2 stars,155,162
skhsqXMojhNAXZbsMZB8uA,Wildflower Bread Company,Food,3 stars,72,565
OiAFGMZIXwsFnOVRxPX6fw,Ed Bozarth Nevada #1 Chevrolet,Services,2 stars,166,361
#NAME?,Foothills Sports Medicine Physical Therapy,Misc,2 stars,63,273
EwVBiaXu13SQAZfV0cddWA,Apple Store,Services,2 stars,34,507
5tsqcZEvZYTpqux7_IGHVw,Polished Nails & Spa,Services,2 stars,212,306
JZXfOpwQXlycVqYkMb_F-w,Deep Sea World,Shopping&Ent,4 stars,303,659
WW0dse3O1iLqiR-DxjTVBA,Molly MacPhersons Scottish Pubs & Grill,Shopping&Ent,3 stars,87,743
JZntvoS8HBA6TK4HuimDmg,Passport Coffee & Tea,Food,1 stars,46,109
lfpHRvKwwJr-POf3Utdnwg,Bruntsfield Links,Shopping&Ent,2 stars,138,340
QGcuLP2PeH80qe-I_EnYIg,Foothills Golf Club,Shopping&Ent,1 stars,112,119
pCIKGjCO2HQM8fGagQHZiA,Empires,Food,3 stars,227,380
3bwxfBvKABepxYWGz3pHXA,China A Go Go,Food,1 stars,46,58
9HA1pB2y-pK4QtGdngBqhw,Millies Cafe,Misc,3 stars,337,453
THri70cQQVQtBAiEO1bzEQ,Barclays Bank,Services,1 stars,80,155
z0t16bRro5x1hOZXzJ0NIw,Pasta Cucina,Misc,3 stars,220,673
Akbnuwntw8mJ34bHvJgbHw,Paseo Vista Dog Park,Shopping&Ent,5 stars,501,751
4XuQ-oAsPQo5xwh-DPZovg,Aldo Outlet,Shopping&Ent,1 stars,95,96
qB_6zpY-aC493paZgd7izQ,Discreet Gentlemens Club,Shopping&Ent,5 stars,537,761
z6M6o5R_RYGxhD2r2SqUzQ,Saffron,Food,1 stars,39,111
cCksCzM14Y5H8Qe4WbEdAg,Assouline,Misc,1 stars,50,105
JNkJNp_B3He97H6v-VPbZQ,Cafe Salvo,Misc,3 stars,124,497
SbzW-gR_FbEmMM3dXjoZwQ,Appleton Tower,Misc,2 stars,30,392
UvdLXoikB9F3-UZvk3V9Iw,St Marys Cathedral,Misc,3 stars,237,523
v4Eu7CQHvwd2sUCLw_feug,Pure Gym City Centre,Shopping&Ent,4 stars,362,739
yYheH7n_DkHIEv1D9wOePQ,La Stellina,Food,4 stars,251,794
8Zoej25Y9-yEyuiL7-Ax7A,The Commonplace Coffeehouse,Food,3 stars,73,573
UB-me0Pr5JkNFg1ijyMVxg,Plein Sud,Food,5 stars,669,799
ASBNpuUfbOiqqmxnggkdnw,Monsieur B,Misc,4 stars,558,627
DUJtg-P81WUq5l6D9WfXMw,Josies Frozen Yogurt,Food,5 stars,572,704
RitTc5xZsGIgWjRcOaLeYw,Dairy Queen Orange Julius,Food,3 stars,184,577
ElMwvCMCPQk4jFo2YPDZdA,Trib Total Media Amphitheatre,Shopping&Ent,1 stars,123,169
1ROn1nUafuPbp3sx6FX7JQ,Carols Confections,Food,2 stars,144,427
L5SMckJu1odIipvWE8iyzw,Nandos,Food,1 stars,28,215
_jWG54FzElCn_Cx-pXbc9A,The National Library of Scotland Cafe,Food,1 stars,36,183
kcGFObjZflJPNJK6zcKX_A,Bodies by Pilates,Shopping&Ent,3 stars,128,656
uWFJ9sXRSVznO6fCTKOSiw,Carnegie Café,Food,3 stars,54,812
V49TGT1rEp0SIytUFEJctw,Grange Vin et Bouffe,Food,3 stars,149,514
ofLvNazpj_3xpQzZRDbWKw,Les Cavistes,Food,1 stars,123,141
t2YlrVM54REvC2eEKG0VaA,Biketrax,Misc,3 stars,316,456
Hz9ZaFfYAAfQ-FoMz3ri1Q,Poundstretcher,Shopping&Ent,2 stars,102,472
dVRRT0zVk8eFNx0Wv6gMmg,Chilis Grill & Bar,Shopping&Ent,2 stars,30,387
8oHZnF6Z4EyPf4HyKWSZbw,Hotel Kaiserhof,Food,2 stars,135,195
miDl22E-Vx1bTBIQXmYF9g,Schlosshotel Karlsruhe,Food,3 stars,407,442
-8YUIv3tK0Ui1G8KA5c9zA,Hotel-Restaurant Erbprinz,Shopping&Ent,5 stars,672,807
iqSs3u2rlsiCDPu-jWj0Jw,Queen Victoria Pub,Shopping&Ent,3 stars,68,687
zSzE4rW9FE3fGqiEzZ91Vw,Americas Taco Shop,Food,1 stars,85,185
RqS90lYHh5QlWj9ISK1ymA,Gockelburg,Misc,3 stars,318,500
0Q7ftIbv1r7Jiupuxi7WDw,Syrtaki,Food,2 stars,186,411
Y2ClurK-CH47qiaxwyu4WQ,Gaststätte Die Kippe,Shopping&Ent,3 stars,320,464
rpSKQ-pHcRxKCNuhoEZ2iw,Litfaß,Shopping&Ent,1 stars,32,78
m1xsKQP-gP1eL1_hFAmyhA,La Strada,Misc,3 stars,383,467
EA6Ym63TtF9ntTrkZgkyJA,Italy Italy,Misc,2 stars,179,281
ac8dhJhjJgan5T-_KHu_9w,Romulus et Remus,Misc,3 stars,168,520
1vObhKVuXQF7YX5R6qxwVA,Rote Taube,Shopping&Ent,3 stars,353,412
-3Qu8aYgOleRw-OThNPovA,Sole d Oro,Food,3 stars,435,456
O7gAxbZxe6r2SSzDaA568w,Stövchen,Shopping&Ent,3 stars,315,492
ZWiVg5Q_omqipa9gLJfwzQ,Ambassador,Food,1 stars,39,68
W-_1qQ6B8XXAAUs3v1-4oQ,Hotel Rio,Food,3 stars,52,698
ZztjV9bUMfOYMF85X0M8AA,Weber,Food,5 stars,749,788
Zp54x28yAHPObTYlfqNHrg,Carlos Cocktail Bar,Shopping&Ent,4 stars,245,747
Umq7lcGqslqbIFtPHwvSYw,Eiscafe Casal,Food,4 stars,426,767
Gdb8Wz1i5HtVxZ1aP4ZI_A,Cafe Jäck,Misc,3 stars,317,460
80VTi6f_AZiiYfHOR6F9aA,Dos Escuelas Dog Park,Shopping&Ent,4 stars,266,739
A40zypydAbUUYSUGo8d7qg,Torii Sushi,Food,2 stars,248,336
_wHI5_O4HPSSIXLtnrqJOw,Lady Stairs Close,Food,3 stars,156,549
7To7jF3FhnKPin4QaPVCiA,The Edinburgh Bookshop,Misc,5 stars,590,761
UCzaZ2z6E-Xy8Vn-MLpIrw,Lunas Living Kitchen,Misc,2 stars,79,339
9Z5hr1z6TSpmB3frAuX7aA,Blackford Hill,Shopping&Ent,2 stars,42,471
ayepXjwwW4toEacgxYynMQ,Those Guys Motorcycle Repair,Services,1 stars,51,233
e2wph-eQnzFeVb4X-Ewisw,Crêperie du Marché,Misc,4 stars,480,545
iNpeEv6GCo7gbzKtbO0nSQ,Jiffy Lube,Services,5 stars,559,724
t-uJbFctqW2eGtlAIAI60g,Gaspers Casual Italian Dining and Pizzeria,Food,1 stars,51,211
OrwnIUTkAWueo46g7MM54Q,China Imbiss Panda,Food,5 stars,678,725
ZwguYsK83tel85bPkuURQQ,Restaurant Delphi,Food,5 stars,647,677
mJxdH_5Oy4kARMwO4KF_bg,Heilige Sophie,Shopping&Ent,2 stars,261,283
hoMYlkrb_FVGHxgX4s9QOA,Pizzahaus,Food,2 stars,68,420
NK0iiFvmIwTRHGLspsY3Ag,Le Chien Fumant,Misc,2 stars,212,347
xHcysG66ED8lE2h27CJ3hg,Hot Dog Heaven,Food,4 stars,286,670
y2aSun6l7fzZljOCFT6k0A,Wild Wing,Food,2 stars,258,311
eDsEtecZTzysxjvCzOsaSQ,Marshalls,Shopping&Ent,4 stars,488,689
MMDVlG8J8Ymjuza--5Aefw,Joeys of Chicago,Food,2 stars,158,401
xvD_AUYMtbgjjX3rUwXBzA,Las Vegas Greek Festival,Food,4 stars,388,689
FFLzUS8aWHRy_SdtgZFtYw,Grand-Adventures,Food,3 stars,194,469
6q-N4KtGR4YJCR4Ar3nIEg,VooDoo Beach,Shopping&Ent,2 stars,176,268
Wj5Tl1oiqcwATnqaGx0KNA,St Andrew Square Garden,Shopping&Ent,1 stars,80,93
knQE2Bd6kyfnTRybhkuh_w,I J Mellis Cheesemonger,Food,3 stars,253,496
hmuy1G7DWsqkv2_cDpnPTQ,Forth Rail Bridge,Food,2 stars,195,249
Ex2MMUiwpWoBO4_50N-mEw,Whisked Away,Misc,3 stars,68,782
66lcsXVFNVp1tPMHheSepg,Eat,Food,1 stars,134,165
L-EkWc4HZiDVoxB7C3Z3Vg,Vogel Hausbräu,Food,1 stars,80,106
3Rm2NlH_9Tp249DqicoeqQ,Maredo,Food,5 stars,571,704
yAvKBD9f54Mncwqd_DRDIg,La Cage,Shopping&Ent,2 stars,142,253
XIikFKubRRURUqQKNs29AQ,Schauburg Kino,Shopping&Ent,2 stars,71,232
kOfQyegQ7As4JPCpuQSZuQ,Sokrates,Food,3 stars,368,392
qKCYXulWC-SlD2BTc_SUzQ,Der Vogelbräu,Food,2 stars,146,221
BSi3InD9nxAfeKRlxwK7pQ,Tollhaus,Shopping&Ent,3 stars,393,446
q1znP8DY2el2GCiBgOKY_A,Arco,Food,2 stars,215,217
bk2YUek5KaMP8LjN5jZ8_w,Burrito Boyz,Food,2 stars,59,247
R9uAC0qIVMDQ8mEtwY2ZYg,Best,Misc,2 stars,120,216
PdOBQmHza-h-f-xq1Nx13g,US Post Office,Services,3 stars,324,454
DcEchY3PO0paVbwq2uVZPQ,Charlotte Natural Healing,Health&Fitness,5 stars,210,291
NKaI-TV3XozbIi58MS2ssw,El Taquito,Food,4 stars,441,505
023OzoARRfuaNVPqaDB3qA,Satya Aveda Salon & Spa,Services,5 stars,756,766
Hn4X80Mughw7s2ImIUipaw,Bleu,Food,3 stars,117,562
vcvXl_EBMAO5ogIEApkfwA,Cafe Palaver,Food,1 stars,95,97
GeQ03iVyEc653Z9U8doO7A,Rih,Food,3 stars,143,668
UX0dUr8Q9IgUpN6GxdneIQ,Alter Brauhof,Food,1 stars,32,90
XtaO8ZryRE-cp7fvWP1xdw,Athen Palast,Food,2 stars,44,295
07bUAD_qnrJAXvJou_ls4g,Firefly,Food,3 stars,34,772
d4r8kOr0ZSpH2MnVoMZzbQ,Gasthaus Gutenberg,Food,3 stars,46,640
_C9P5NuoOEMP5sSqDdHEJA,La Dolce Vita,Shopping&Ent,5 stars,654,812
j7T_E3bB6O0hkycONHfeNw,Chic Cache,Shopping&Ent,4 stars,464,735
7R8De0e3-pv6D-HhWlLRFA,Polished Nail Spa,Services,3 stars,344,555
LS-evvpFr_GG99drp7c3cw,Blu Pool at Ballys,Shopping&Ent,2 stars,83,302
gd-dLlj4xK9co9-2Q0N3ZQ,Famous Famiglia Pizzeria,Food,2 stars,49,362
az3Im9mYzC1gq01y49Mbeg,Arbys,Food,3 stars,257,431
HRJXrlHvba77mu4Yyi0QQA,The Alexander Graham Bell,Shopping&Ent,1 stars,45,57
4Yh57FsAyvDtZsq5F7fCWg,Inverkeithing Railway Station,Food,1 stars,29,71
uzMVmXbVS3KMXDw41rLGeQ,Miss Dixiebelle,Shopping&Ent,1 stars,26,88
uJNO1mECSHfIU-Xm5LAz8g,Discovery District Park,Shopping&Ent,3 stars,299,394
GAYDEG8r5quSc9IjwxjNzA,Hugh Robson Building,Misc,3 stars,85,705
ZD4BShPzCIksDSWzrWr22A,Assembly Roxy,Shopping&Ent,1 stars,62,152
GNTvJtw1gDFr92PMpq_sEw,Rib N Reef Steakhouse & Cigare Lounge,Food,2 stars,225,248
HR-iGtj0w03AkfGwq48mxA,Portobello Beach,Shopping&Ent,2 stars,174,249
de-vwHm8VEF2HQIzI0zOjQ,Mecklenburg County ABC Store,Food,3 stars,241,413
EHWh3FDGZKtdiAP2i9BX0Q,Findlay Lincoln - Sales,Services,2 stars,151,270
r-UHvVqm2vptXMiab5KYBQ,United Steelworkers,Services,2 stars,176,297
XRYsM9QOsmktvsu0ZJyYqg,EVP Coffee,Food,4 stars,338,681
XADK87g57dqzYVVfcxqV7w,Tavern At the Mills,Food,2 stars,255,333
2cMWbJvpxgmSAWoRQzcNIA,Bistro 202,Food,4 stars,452,456
DK7NmLXyJfLi0Avhah0nRA,Passorn,Food,2 stars,127,391
5lNoTRDa-ob_4b5T5pNXTw,My Perfect Body Now Boot Camp,Shopping&Ent,2 stars,214,275
9ba9aK35i8Jj_Q0h6IF4uA,La Fete de Marquette,Shopping&Ent,2 stars,251,323
F83X7F2FnEGyXJHc1rZxVQ,HK Seafood Garden,Food,2 stars,256,305
XIG3djQzkwR4qdCgG87Z3Q,1780,Shopping&Ent,3 stars,277,437
Nz7NGcbodsKfEc2GbfWSRw,Wolfits,Food,3 stars,106,528
rQPyljpnJ97j5VdR_ptTNw,Hector Russell Kilt maker,Shopping&Ent,4 stars,318,606
VehwjPwTeFOrzYalxehrog,I Love Sushi,Food,1 stars,58,171
0TgiBiSmp6cHVGqDuIkANA,Cafe Cassis,Food,5 stars,648,794
hkeYoEfdlCks_rFeIWHOkQ,Legends In Concert,Shopping&Ent,1 stars,77,98
LaV5awT59JkLD8qcxQWlAQ,Famous Delly Boys,Food,3 stars,354,489
MAeRcFpc40ca2B4YWZRMyg,European Wax Center,Misc,1 stars,44,245
IALApn21BROm-knJfH96eA,Subway,Food,4 stars,232,812
AAaF8hc_KTjhi-2HzWdsRg,Hagsfelder Stuben,Shopping&Ent,2 stars,127,336
tOnHeSrUQ3hGGnxrmCCiQg,Restaurant Maharani Palace,Food,4 stars,497,592
kVRX-FNag4atUw7W57MsWw,Cook Out,Food,3 stars,292,518
d8ksSGlDe5XNZevNJwAI0g,Andreasbräu,Food,1 stars,29,140
#NAME?,Safelite AutoGlass,Services,1 stars,90,104
nygDv0V8iGOAA5HK_UpvJA,Radisson Blu Hotel,Food,4 stars,431,546
GuNsp9jyyZkk-_1-Bd4ltQ,Alte Brauerei,Shopping&Ent,5 stars,563,786
qjdPgk2OuDjmgQkLAEmpIg,Gordani,Food,2 stars,157,214
74Wf7WtMEK7T_KbFQ_R_Ow,Snap Fitness,Shopping&Ent,3 stars,40,637
XanrfoWIqH30w2caNLef1A,Curry Away,Food,3 stars,236,475
HTTgh_AzAfC09l2WyRZX5w,Badisch Brauhaus,Food,2 stars,250,265
co2KapMLsKfc7fi2_GefXQ,Alibaba,Misc,1 stars,58,80
_9sV86cPngkNrrkrTTvlEw,Restaurant Kaiserhof,Food,3 stars,192,639
OBRi8m0U1uZISuMsmrNwdw,Hermes,Food,2 stars,149,334
1RtT0JMZZDMcEKjLSypbDA,Subway,Food,2 stars,102,249
tjqmHj3E1zyb6Dy8TbPc8Q,Arzum,Food,5 stars,592,783
XjvhtBnGVEHeB-jzRrE7Fg,Rubenbauer,Food,3 stars,119,482
rMocHMbMnGrliwY73t-PJw,Bangkok Cuisine,Food,3 stars,152,483
AanCeXJhhoFeubbt2GVdYQ,The Gateway Restaurant,Misc,4 stars,452,742
7z8WhkoEjWTTmosd6k8wtA,The Vue,Services,1 stars,45,86
lNforL0COH6J5hnF08l_1w,Filmpalast am ZKM,Shopping&Ent,2 stars,173,195
qaV3YBqrm9MVkXJuCPafaw,Zoo Karlsruhe,Shopping&Ent,1 stars,101,120
EiJEtSnKswzgqhvMOufQHA,Ricos Tacos,Food,2 stars,94,217
q2QOkgmnE3jXjcOnj2xEjA,Desert Foothills Scenic Drive,Food,3 stars,272,459
BU5j4XmGAanDPZ_U9IABaA,Lindenbräu,Food,2 stars,196,213
zCVSAxJF62U8kZ8uUKA6Ug,Multi Kulti,Food,3 stars,170,593
_lhblpeTBbfG3TnWLLEGBw,Fünf Sterne,Food,3 stars,130,735
u_xD7-AhxnhDz3lpTYCMhA,Sushi Bar China City,Food,1 stars,64,71
VjUooAwjEk8kNf4RAasxdg,Cafe Bar Cubanita,Shopping&Ent,5 stars,702,706
Ig8YWJZGhnNmd5fFKgC2-w,The Salon Spot,Services,2 stars,173,293
_kcI4I_l3tMJfh7BnBoAYQ,KaffeeBasis,Food,3 stars,41,756
2T36c1mym1zG5dOa1fWNoQ,Popcornopolis,Food,3 stars,106,514
EKju94L6tR7kFO9Wthk6CQ,Fox & Hound,Shopping&Ent,1 stars,48,74
BPY-04VxlC60qxww38dFTQ,Endle,Food,4 stars,210,691
gKrRXJNjGlZHsoJ7oBbb3g,Böckelers Cafe,Food,2 stars,151,243
Q3IHXZLyJHdiq--FKCyuHQ,Duckworths Grill & Taphouse,Food,2 stars,149,286
8FgK0h0Kh0BpxhaqDsjaZA,Rim Wang,Food,2 stars,67,301
fvAX_2GOqzsxj6GW7dEjFw,Novotel Karlsruhe Kongress,Food,1 stars,42,245
scANHukhuablmig5oV_7CQ,Clean Freak Car Wash,Services,4 stars,417,719
LnavwK_6FHtg34uItcAKug,Ashley Furniture HomeStore,Shopping&Ent,4 stars,543,645
__syM2GhX29mPUAXNvxpmg,NC Music Factory,Misc,2 stars,72,263
fyvl8gejI6doq6mpZDIIOA,British Heart Foundation,Services,3 stars,222,581
8MdCSXPFHAqJnmCOLp4rIg,Mansfield Traquair Centre,Services,2 stars,144,232
XcWfNJ1L3KfiStcyQg_k4Q,Patisserie Madeleine,Food,4 stars,358,656
6mgbxYVBCFB7cWx-cy5yLw,Victor & Carina Contini The Scottish Cafe and Restaurant,Misc,3 stars,173,605
3PaIpWU_ErlrT2eM5XGOAw,Barnardos,Misc,3 stars,245,621
g054F0-_WB-J3aufvR9XBA,Ghillie Dhu,Misc,2 stars,209,257
beOfWs3b1SrPORBit9Lu_g,Salon Embellish,Services,1 stars,120,123
W2RzHyMajnmhOubU7318wQ,7 Eleven,Food,2 stars,151,172
qjM94mEJRjhcFZfjJ0zXVg,Cafe Emaille,Food,5 stars,629,763
nNlj8cScT8uG6zeXpgstHg,Alte Bank,Misc,3 stars,158,605
9HZiyUyDcZl5WCA248mAJA,Imbiß & Bistro Dersim,Food,1 stars,113,136
nwZpULvp0sz_A38zRdwQog,Ratsstuben,Misc,3 stars,160,626
byFsjYzzttWh6DLptWx_fg,ZkM | Zentrum für Kunst und Medientechnologie,Shopping&Ent,2 stars,203,311
gXNTw5Ub9Mf1oh_ZSe7LhQ,Americas Best Contacts & Eyeglasses,Health&Fitness,5 stars,472,538
XjueQh8rz0RiUWCUzGYY-A,EL 29,Food,5 stars,530,799
0erbONkOO256HNzuIllFig,Atomic Comics,Misc,2 stars,137,216
czfJD7GkQ4j1j9QmCeB4lw,Redstone Grill,Food,2 stars,290,300
ZdR3HDqMyBeDtQJUEQJRkw,Hotel Der Blaue Reiter GmbH und Co. KG,Food,1 stars,77,126
0h64oEQLhlMrrsko7B1eNA,Sol i Luna Restaurant,Food,2 stars,120,399
PGKNUqWf8bbh3SQMcuKvCA,Brasserie Pot-au-Feu,Food,2 stars,91,227
_0bPPbUg00lAwEZ7DR9fHg,Lees ATA Martial Arts,Shopping&Ent,2 stars,252,290
QiBNnRkMZ5chmo_9eOzv5A,Picazzos Organic Italian Kitchen,Food,2 stars,242,242
G8RItqxdcG89jOKUk-neZw,Saigon,Food,2 stars,180,362
a1LTUTyHEe4z63KGiaSuog,Scheck- in Center,Food,3 stars,270,461
P2lXlRH44lQXzY27sUC81Q,Asia Dynasty,Food,4 stars,434,732
B3gjclBEA5cL4TooZUjYkw,Kühler Krug Familienbrauerei,Food,3 stars,358,375
z7KdYRdwLG9O8oL89cxmug,Villa Hammerschmiede,Food,2 stars,120,246
3DiXqoaoni15N1eYkM31rA,Santos,Shopping&Ent,5 stars,742,773
feSkNQq2U7scCVkGGJpudA,Kais Pizza,Food,2 stars,198,272
gw8c-CiE_6mAhJmG7aqxlw,Max,Shopping&Ent,4 stars,561,637
wefS54RONhAHbY9CreX4Hw,Xxxl Mann Mobilia,Shopping&Ent,3 stars,321,395
Gq9Cb7HsJSx-fLY2w16iZw,Besitos,Food,3 stars,346,383
v01xEt4mRaHdXdTQQc0lFg,Cage Aux Sports La,Food,1 stars,24,100
m4Cj-tvXZDwAU4IpqX0nPw,Le Caffe Mariani,Food,2 stars,135,322
4dKif6ewvj_b7kSgscjiDg,The Edinburgh Tram,Food,3 stars,304,552
W2nbW4ahxq3Q9FVN0IBkBg,Dugald Stewart Building,Misc,3 stars,409,457
IyQ78mX1JGWx5fM9g8jKeA,Informatics Forum,Misc,3 stars,352,502
rw3D794bhlqaY2hU86zEFA,CVS Pharmacy,Shopping&Ent,2 stars,170,274
4006X2j2rNOuhWRFsfzLSw,PapaGallo,Food,4 stars,232,802
9rz7hggrbeIOg1FcQa_uwQ,Borsalino,Misc,4 stars,496,570
0tIwFdNA942oqnm47cnw4w,Watts Brasserie,Shopping&Ent,1 stars,46,229
8kAzpUJWlFx8HBc6cJZZ0g,Wirtshaus Wolfsbräu,Food,4 stars,287,752
qb9ZA9SvLJ4Lhi4LQclseQ,Günther-Klotz-Anlage,Shopping&Ent,3 stars,253,467
WlOCinE4LBkXgAIvP-D55A,House of Vino,Food,3 stars,242,403
4svxTJsNoi1P6zt93_sGTg,real - SB Warenhaus,Shopping&Ent,4 stars,339,580
